PersonID,Age,Income,Home,EmpLength,Intent,Grade,Amount,Rate,Status,PercentIncome,DefaultHist,CredHist,Age_Group,Income_Group,Loan_Burden
PER_10611,23,69000.0,MORTGAGE,1.0,VENTURE,B,19000.0,9.51,0,0.28,N,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10613,22,69077.0,MORTGAGE,2.0,PERSONAL,A,10000.0,7.51,0,0.14,N,3,18-25,MEDIUM INCOME,SAFE (<20%)
PER_10614,23,36000.0,RENT,5.0,MEDICAL,B,10000.0,9.99,0,0.28,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10615,24,36000.0,RENT,3.0,EDUCATION,A,10000.0,5.99,0,0.28,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10618,25,36000.0,RENT,2.0,MEDICAL,A,10000.0,7.49,0,0.28,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10619,23,69500.0,OWN,4.0,VENTURE,A,16800.0,7.51,0,0.24,N,3,18-25,HIGH INCOME,WARNING (20-30%)
PER_10621,25,36000.0,RENT,0.0,PERSONAL,B,10000.0,11.11,0,0.28,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10622,22,36000.0,RENT,3.0,EDUCATION,C,10000.0,14.72,0,0.28,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10623,24,69504.0,MORTGAGE,3.0,VENTURE,A,10000.0,7.66,0,0.14,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10625,25,69570.0,OWN,0.0,PERSONAL,A,1500.0,7.74,0,0.02,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10626,24,63582.0,MORTGAGE,3.0,HOMEIMPROVEMENT,C,14000.0,13.85,1,0.22,N,3,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10627,25,36000.0,RENT,2.0,PERSONAL,B,10000.0,10.99,0,0.28,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10629,21,36000.0,RENT,3.0,EDUCATION,B,10000.0,10.62,0,0.28,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10630,22,36000.0,RENT,4.0,EDUCATION,C,10000.0,13.48,0,0.28,Y,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10635,26,69600.0,MORTGAGE,3.0,VENTURE,C,5000.0,11.66,0,0.07,N,4,26-40,HIGH INCOME,SAFE (<20%)
PER_10638,24,69684.0,MORTGAGE,4.0,MEDICAL,B,2400.0,10.99,0,0.03,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10639,22,36000.0,RENT,2.0,VENTURE,B,10000.0,11.14,0,0.28,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10641,23,30000.0,RENT,2.0,HOMEIMPROVEMENT,D,10000.0,15.31,1,0.33,Y,4,18-25,LOW INCOME,HIGH RISK (>30%)
PER_10642,23,36000.0,RENT,0.0,EDUCATION,A,10000.0,8.59,0,0.28,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10643,23,30000.0,RENT,1.0,DEBTCONSOLIDATION,E,10000.0,16.0,1,0.33,N,4,18-25,LOW INCOME,HIGH RISK (>30%)
PER_10644,22,69867.0,MORTGAGE,2.0,EDUCATION,B,13000.0,11.14,0,0.19,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10647,23,69935.0,MORTGAGE,2.0,MEDICAL,A,7200.0,7.49,0,0.1,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10649,24,36000.0,RENT,2.0,DEBTCONSOLIDATION,B,10000.0,11.46,0,0.28,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10650,22,36396.0,RENT,4.0,EDUCATION,A,10000.0,5.42,0,0.27,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10651,22,30400.0,RENT,2.0,VENTURE,D,10000.0,12.8,1,0.33,N,2,18-25,LOW INCOME,HIGH RISK (>30%)
PER_10652,22,30712.0,RENT,3.0,DEBTCONSOLIDATION,D,10000.0,15.65,1,0.33,Y,4,18-25,LOW INCOME,HIGH RISK (>30%)
PER_10657,23,37000.0,RENT,4.0,PERSONAL,C,10000.0,13.23,0,0.27,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10658,24,69996.0,OWN,4.0,MEDICAL,A,10000.0,7.49,0,0.14,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10659,23,69996.0,MORTGAGE,5.0,VENTURE,B,12000.0,11.11,0,0.17,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10660,22,37000.0,RENT,2.0,EDUCATION,A,10000.0,8.59,0,0.27,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10662,22,37200.0,RENT,2.0,EDUCATION,A,10000.0,6.92,0,0.27,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10663,24,37200.0,RENT,4.0,MEDICAL,D,10000.0,12.92,0,0.27,Y,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10664,23,69996.0,OWN,2.0,EDUCATION,B,10000.0,10.99,0,0.14,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10665,25,37500.0,RENT,1.0,MEDICAL,C,10000.0,15.96,0,0.27,Y,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10666,26,37500.0,RENT,3.0,EDUCATION,D,10000.0,14.91,0,0.27,Y,3,26-40,LOW INCOME,WARNING (20-30%)
PER_10667,26,37500.0,RENT,1.0,DEBTCONSOLIDATION,A,10000.0,8.94,0,0.27,N,3,26-40,LOW INCOME,WARNING (20-30%)
PER_10668,23,31800.0,RENT,4.0,DEBTCONSOLIDATION,D,10000.0,15.33,1,0.31,N,4,18-25,LOW INCOME,HIGH RISK (>30%)
PER_10671,25,69996.0,MORTGAGE,3.0,PERSONAL,B,25000.0,10.62,0,0.36,N,3,18-25,HIGH INCOME,HIGH RISK (>30%)
PER_10672,24,38000.0,RENT,6.0,EDUCATION,B,10000.0,10.99,0,0.26,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10673,25,32000.0,RENT,3.0,VENTURE,C,10000.0,12.99,1,0.31,Y,2,18-25,LOW INCOME,HIGH RISK (>30%)
PER_10674,23,38000.0,RENT,4.0,PERSONAL,B,10000.0,10.99,0,0.26,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10675,22,69996.0,OWN,2.0,MEDICAL,C,8000.0,12.84,0,0.11,Y,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10676,25,38000.0,RENT,1.0,EDUCATION,A,10000.0,7.49,0,0.26,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10677,24,69996.0,MORTGAGE,5.0,VENTURE,A,12000.0,7.49,0,0.17,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10678,23,69996.0,MORTGAGE,4.0,VENTURE,A,4000.0,8.0,0,0.06,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10679,26,38000.0,RENT,6.0,PERSONAL,A,10000.0,7.66,0,0.26,N,3,26-40,LOW INCOME,WARNING (20-30%)
PER_10684,24,69996.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,5000.0,10.2,0,0.07,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10685,21,38000.0,RENT,3.0,PERSONAL,B,10000.0,12.18,0,0.26,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10686,23,70000.0,MORTGAGE,5.0,PERSONAL,A,10000.0,6.62,0,0.14,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10691,22,38004.0,RENT,3.0,EDUCATION,B,10000.0,10.75,0,0.26,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10692,26,38004.0,RENT,3.0,MEDICAL,C,10000.0,13.48,0,0.26,N,3,26-40,LOW INCOME,WARNING (20-30%)
PER_10693,25,32200.0,RENT,1.0,VENTURE,D,10000.0,16.77,1,0.31,Y,4,18-25,LOW INCOME,HIGH RISK (>30%)
PER_10694,24,38244.0,RENT,6.0,PERSONAL,A,10000.0,7.88,0,0.26,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10695,23,70000.0,MORTGAGE,2.0,EDUCATION,A,24000.0,8.9,0,0.34,N,4,18-25,HIGH INCOME,HIGH RISK (>30%)
PER_10703,24,38700.0,RENT,2.0,MEDICAL,B,10000.0,10.99,0,0.26,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10706,26,38832.0,RENT,0.0,DEBTCONSOLIDATION,B,10000.0,10.37,0,0.26,N,2,26-40,LOW INCOME,WARNING (20-30%)
PER_10708,25,70000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,C,11300.0,14.65,0,0.16,Y,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10709,25,33000.0,RENT,0.0,VENTURE,C,10000.0,15.96,1,0.3,Y,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10713,24,70000.0,MORTGAGE,3.0,EDUCATION,A,7750.0,6.62,0,0.11,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10714,26,64000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,E,9000.0,18.64,1,0.14,N,4,26-40,MEDIUM INCOME,SAFE (<20%)
PER_10715,22,70000.0,MORTGAGE,2.0,EDUCATION,A,5000.0,6.03,0,0.07,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10717,25,39500.0,RENT,2.0,MEDICAL,A,10000.0,5.99,0,0.25,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10718,22,39580.0,RENT,3.0,EDUCATION,B,10000.0,9.99,0,0.25,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10720,22,33948.0,RENT,4.0,MEDICAL,A,10000.0,8.32,1,0.29,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10722,25,39996.0,RENT,2.0,VENTURE,B,10000.0,10.99,0,0.25,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10728,24,70000.0,MORTGAGE,2.0,MEDICAL,C,10000.0,13.49,0,0.14,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10730,24,70000.0,MORTGAGE,2.0,PERSONAL,A,17000.0,7.51,0,0.24,N,4,18-25,HIGH INCOME,WARNING (20-30%)
PER_10731,22,64000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,14400.0,11.71,1,0.23,N,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10733,22,40000.0,RENT,4.0,EDUCATION,C,10000.0,14.27,0,0.25,Y,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10734,24,70000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,5000.0,6.03,0,0.07,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10735,22,40000.0,RENT,2.0,EDUCATION,B,10000.0,10.99,0,0.25,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10736,22,70000.0,MORTGAGE,4.0,VENTURE,A,5025.0,7.49,0,0.07,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10741,24,34000.0,RENT,1.0,HOMEIMPROVEMENT,B,10000.0,12.69,1,0.29,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10742,23,40000.0,RENT,0.0,VENTURE,A,10000.0,7.9,0,0.25,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10743,25,34000.0,RENT,4.0,PERSONAL,A,10000.0,6.62,1,0.29,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10748,23,54400.0,MORTGAGE,0.0,MEDICAL,D,12000.0,15.62,1,0.19,N,3,18-25,MEDIUM INCOME,SAFE (<20%)
PER_10749,24,40000.0,RENT,5.0,DEBTCONSOLIDATION,B,10000.0,11.99,0,0.25,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10751,25,70000.0,MORTGAGE,6.0,VENTURE,A,14000.0,5.42,0,0.2,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10752,25,70000.0,MORTGAGE,1.0,VENTURE,A,4800.0,6.99,0,0.07,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10753,24,40000.0,RENT,0.0,PERSONAL,A,10000.0,8.49,0,0.25,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10755,22,34000.0,RENT,0.0,MEDICAL,D,10000.0,15.28,1,0.29,Y,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10756,23,70000.0,MORTGAGE,3.0,VENTURE,A,15000.0,8.49,0,0.21,N,2,18-25,HIGH INCOME,WARNING (20-30%)
PER_10758,24,40000.0,RENT,0.0,MEDICAL,A,10000.0,5.79,0,0.25,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10759,25,40000.0,RENT,6.0,MEDICAL,B,10000.0,10.0,0,0.25,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10762,23,40000.0,RENT,3.0,EDUCATION,B,10000.0,10.75,0,0.25,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10763,24,70000.0,MORTGAGE,2.0,EDUCATION,C,6000.0,15.23,0,0.09,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10764,25,70000.0,MORTGAGE,3.0,MEDICAL,A,8000.0,6.99,0,0.11,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10765,24,40000.0,RENT,5.0,PERSONAL,A,10000.0,7.88,0,0.25,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10766,26,70000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000.0,8.49,0,0.06,N,2,26-40,HIGH INCOME,SAFE (<20%)
PER_10767,22,70000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,4500.0,5.42,0,0.06,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10768,26,70000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,8000.0,7.49,0,0.11,N,2,26-40,HIGH INCOME,SAFE (<20%)
PER_10769,22,40000.0,RENT,2.0,EDUCATION,A,10000.0,7.14,0,0.25,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10771,26,34000.0,RENT,5.0,VENTURE,C,10000.0,13.11,1,0.29,Y,3,26-40,LOW INCOME,WARNING (20-30%)
PER_10772,22,70000.0,MORTGAGE,1.0,EDUCATION,A,8000.0,7.49,0,0.11,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10773,25,40000.0,RENT,6.0,VENTURE,C,10000.0,13.48,0,0.25,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10774,24,40000.0,RENT,3.0,VENTURE,A,10000.0,7.49,0,0.25,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10775,23,40000.0,RENT,5.0,DEBTCONSOLIDATION,C,10000.0,13.22,0,0.25,Y,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10776,25,40000.0,RENT,0.0,EDUCATION,B,10000.0,12.18,0,0.25,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10777,22,70000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,6000.0,5.42,0,0.09,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10779,23,70000.0,MORTGAGE,4.0,PERSONAL,B,25000.0,10.59,0,0.36,N,3,18-25,HIGH INCOME,HIGH RISK (>30%)
PER_10780,23,70000.0,MORTGAGE,5.0,MEDICAL,C,10000.0,14.79,0,0.14,Y,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10783,26,40000.0,RENT,2.0,EDUCATION,A,10000.0,9.63,0,0.25,N,4,26-40,LOW INCOME,WARNING (20-30%)
PER_10784,23,40000.0,RENT,4.0,DEBTCONSOLIDATION,C,10000.0,12.84,0,0.25,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10785,22,34000.0,RENT,2.0,EDUCATION,D,10000.0,15.31,1,0.29,Y,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10786,25,70000.0,OWN,4.0,PERSONAL,A,4000.0,7.42,0,0.06,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10787,25,34000.0,RENT,0.0,HOMEIMPROVEMENT,C,10000.0,13.79,1,0.29,Y,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10789,22,40000.0,RENT,0.0,EDUCATION,A,10000.0,8.0,0,0.25,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10792,24,70000.0,MORTGAGE,4.0,EDUCATION,B,21000.0,11.99,0,0.3,N,4,18-25,HIGH INCOME,WARNING (20-30%)
PER_10793,24,41000.0,RENT,4.0,EDUCATION,A,10000.0,6.99,0,0.24,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10795,24,41004.0,RENT,2.0,DEBTCONSOLIDATION,B,10000.0,11.14,0,0.24,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10800,23,42000.0,RENT,4.0,VENTURE,C,10000.0,13.48,0,0.24,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10801,23,70000.0,OWN,0.0,EDUCATION,B,3600.0,10.59,0,0.05,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10802,22,36000.0,RENT,0.0,VENTURE,C,10000.0,15.27,1,0.28,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10803,22,42000.0,RENT,1.0,EDUCATION,B,10000.0,12.42,0,0.24,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10804,22,42000.0,RENT,1.0,EDUCATION,C,10000.0,13.49,0,0.24,Y,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10806,25,42000.0,RENT,5.0,EDUCATION,C,10000.0,12.99,0,0.24,Y,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10808,23,42000.0,RENT,4.0,PERSONAL,A,10000.0,5.42,0,0.24,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10809,23,42000.0,RENT,0.0,MEDICAL,B,10000.0,10.99,0,0.24,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10812,22,42000.0,RENT,4.0,EDUCATION,B,10000.0,10.99,0,0.24,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10813,22,42000.0,RENT,3.0,EDUCATION,A,10000.0,6.92,0,0.24,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10814,26,70000.0,MORTGAGE,5.0,MEDICAL,C,4800.0,13.48,0,0.07,Y,4,26-40,HIGH INCOME,SAFE (<20%)
PER_10815,24,70000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,C,25000.0,13.48,0,0.36,N,3,18-25,HIGH INCOME,HIGH RISK (>30%)
PER_10817,26,42000.0,RENT,1.0,MEDICAL,A,10000.0,6.54,0,0.24,N,4,26-40,LOW INCOME,WARNING (20-30%)
PER_10819,22,42000.0,RENT,3.0,PERSONAL,C,10000.0,13.98,0,0.24,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10820,22,36000.0,RENT,4.0,PERSONAL,B,10000.0,11.36,1,0.28,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10821,25,70000.0,MORTGAGE,4.0,VENTURE,B,6300.0,10.37,0,0.09,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10822,25,42000.0,RENT,1.0,VENTURE,B,10000.0,10.99,0,0.24,N,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10823,24,42000.0,RENT,2.0,EDUCATION,A,10000.0,7.88,0,0.24,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10824,26,42900.0,RENT,3.0,PERSONAL,D,10000.0,15.31,0,0.23,N,3,26-40,LOW INCOME,WARNING (20-30%)
PER_10826,25,42910.0,RENT,3.0,EDUCATION,D,10000.0,18.25,0,0.23,Y,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10827,25,70000.0,MORTGAGE,6.0,MEDICAL,B,12000.0,10.37,0,0.17,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10831,26,43000.0,RENT,4.0,EDUCATION,C,10000.0,14.65,0,0.23,N,4,26-40,LOW INCOME,WARNING (20-30%)
PER_10833,23,70000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,3525.0,6.91,0,0.05,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10835,25,43000.0,RENT,4.0,EDUCATION,A,10000.0,7.66,0,0.23,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10836,24,43000.0,RENT,4.0,MEDICAL,B,10000.0,9.63,0,0.23,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10838,23,43000.0,RENT,1.0,EDUCATION,B,10000.0,9.25,0,0.23,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10839,24,43000.0,RENT,2.0,MEDICAL,C,10000.0,13.16,0,0.23,N,4,18-25,LOW INCOME,WARNING (20-30%)
PER_10840,22,70000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,10000.0,10.36,0,0.14,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10843,22,70000.0,OWN,3.0,MEDICAL,A,8000.0,5.79,0,0.11,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10847,24,44000.0,RENT,2.0,PERSONAL,A,10000.0,7.49,0,0.23,N,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10849,24,70000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,11000.0,10.99,0,0.16,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10851,26,70000.0,MORTGAGE,3.0,MEDICAL,B,3200.0,9.25,0,0.05,N,4,26-40,HIGH INCOME,SAFE (<20%)
PER_10854,23,44160.0,RENT,4.0,EDUCATION,C,10000.0,14.27,0,0.23,Y,3,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10855,23,44796.0,RENT,2.0,DEBTCONSOLIDATION,B,10000.0,11.48,0,0.22,N,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10857,26,64000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,D,7000.0,15.95,1,0.11,N,2,26-40,MEDIUM INCOME,SAFE (<20%)
PER_10859,25,45000.0,RENT,4.0,MEDICAL,B,10000.0,12.69,0,0.22,N,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10860,22,45000.0,RENT,4.0,EDUCATION,B,10000.0,10.65,0,0.22,N,3,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10861,25,70000.0,MORTGAGE,5.0,PERSONAL,A,8000.0,7.88,0,0.11,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10862,24,45000.0,RENT,2.0,PERSONAL,A,10000.0,6.62,0,0.22,N,3,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10865,26,70000.0,MORTGAGE,4.0,EDUCATION,C,4000.0,13.98,0,0.06,Y,4,26-40,HIGH INCOME,SAFE (<20%)
PER_10866,26,45000.0,RENT,2.0,PERSONAL,C,10000.0,13.48,0,0.22,N,3,26-40,MEDIUM INCOME,WARNING (20-30%)
PER_10868,24,70000.0,MORTGAGE,6.0,VENTURE,A,6000.0,7.88,0,0.09,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10871,26,70000.0,MORTGAGE,3.0,EDUCATION,C,3500.0,14.35,0,0.05,N,3,26-40,HIGH INCOME,SAFE (<20%)
PER_10873,22,70000.0,MORTGAGE,4.0,VENTURE,B,13750.0,10.75,0,0.2,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10874,22,45000.0,RENT,2.0,EDUCATION,A,10000.0,7.51,0,0.22,N,3,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10875,23,39000.0,RENT,3.0,PERSONAL,B,10000.0,11.99,1,0.26,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10877,26,70000.0,MORTGAGE,0.0,PERSONAL,D,8000.0,14.84,0,0.11,N,3,26-40,HIGH INCOME,SAFE (<20%)
PER_10879,23,70000.0,MORTGAGE,1.0,PERSONAL,B,5000.0,11.12,0,0.07,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10880,26,70000.0,MORTGAGE,1.0,VENTURE,B,25000.0,10.99,0,0.36,N,4,26-40,HIGH INCOME,HIGH RISK (>30%)
PER_10881,25,70000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,8000.0,11.12,0,0.11,N,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10882,25,45000.0,RENT,0.0,VENTURE,C,10000.0,12.98,0,0.22,Y,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10884,22,70000.0,MORTGAGE,1.0,MEDICAL,A,8400.0,7.88,0,0.12,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10885,24,70000.0,OWN,4.0,VENTURE,D,8000.0,15.95,0,0.11,Y,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10887,23,39000.0,RENT,2.0,PERSONAL,D,10000.0,15.2,1,0.26,Y,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10888,24,45000.0,RENT,1.0,EDUCATION,A,10000.0,6.54,0,0.22,N,3,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10891,22,45000.0,RENT,4.0,EDUCATION,A,10000.0,7.51,0,0.22,N,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10892,24,45000.0,RENT,3.0,DEBTCONSOLIDATION,A,10000.0,7.51,0,0.22,N,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10894,22,39000.0,RENT,2.0,PERSONAL,D,10000.0,16.07,1,0.26,Y,2,18-25,LOW INCOME,WARNING (20-30%)
PER_10895,26,70000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,D,10000.0,15.31,0,0.14,N,4,26-40,HIGH INCOME,SAFE (<20%)
PER_10897,25,70000.0,OWN,4.0,HOMEIMPROVEMENT,D,12000.0,14.59,0,0.17,N,2,18-25,HIGH INCOME,SAFE (<20%)
PER_10898,26,70000.0,MORTGAGE,5.0,PERSONAL,A,4500.0,7.51,0,0.06,N,4,26-40,HIGH INCOME,SAFE (<20%)
PER_10899,22,45000.0,RENT,3.0,PERSONAL,E,10000.0,17.93,0,0.22,Y,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10900,21,45000.0,RENT,3.0,EDUCATION,B,10000.0,10.25,0,0.22,N,2,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10902,24,70000.0,MORTGAGE,1.0,VENTURE,B,25000.0,10.62,0,0.36,N,2,18-25,HIGH INCOME,HIGH RISK (>30%)
PER_10903,24,70000.0,MORTGAGE,2.0,PERSONAL,E,12000.0,17.56,0,0.17,Y,3,18-25,HIGH INCOME,SAFE (<20%)
PER_10905,24,45000.0,RENT,0.0,VENTURE,C,10000.0,13.11,0,0.22,Y,4,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10909,25,45000.0,RENT,3.0,MEDICAL,C,10000.0,12.87,0,0.22,Y,3,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10910,22,39000.0,RENT,3.0,EDUCATION,D,10000.0,15.31,1,0.26,Y,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10912,24,39000.0,RENT,1.0,DEBTCONSOLIDATION,D,10000.0,14.11,1,0.26,N,3,18-25,LOW INCOME,WARNING (20-30%)
PER_10913,25,45000.0,RENT,1.0,DEBTCONSOLIDATION,B,10000.0,11.89,0,0.22,N,3,18-25,MEDIUM INCOME,WARNING (20-30%)
PER_10914,26,70000.0,MORTGAGE,0.0,EDUCATION,A,7000.0,7.88,0,0.1,N,4,26-40,HIGH INCOME,SAFE (<20%)
PER_10916,23,70000.0,MORTGAGE,5.0,PERSONAL,A,3000.0,7.51,0,0.04,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10917,23,70000.0,MORTGAGE,1.0,VENTURE,B,10000.0,10.99,0,0.14,N,4,18-25,HIGH INCOME,SAFE (<20%)
PER_10918,26,45000.0,RENT,4.0,MEDICAL,D,10000.0,14.11,0,0.22,Y,2,26-40,MEDIUM INCOME,WARNING (20-30%)
